District,Parcel Area,Mukim,PropertyType,PropertyType (strata),SchemeName,Sector,State,Tenure,Date,Price,Unit,Level
Kuala Lumpur,275,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,TIJANI 2 CONDO,Residential,WP Kuala Lumpur,Freehold,19/12/22,2550000,sq.m,3
Kuala Lumpur,113,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDO VILLA PANTAI,Residential,WP Kuala Lumpur,Freehold,19/12/22,720000,sq.m,9
Kuala Lumpur,115.11,Mukim Petaling,Condominium/Apartment,Strata,THE HAVRE RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/12/23,620000,sq.m,10
Kuala Lumpur,68,Mukim Kuala Lumpur,Condominium/Apartment,Strata,CEMARA APARTMENT,Residential,WP Kuala Lumpur,Leasehold,19/12/23,330000,sq.m,6
Kuala Lumpur,102,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANTAI HILLPARK APARTMENT,Residential,WP Kuala Lumpur,Leasehold,19/12/23,390000,sq.m,7
Kuala Lumpur,124,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SEFINA,Residential,WP Kuala Lumpur,Freehold,19/12/23,1000000,sq.m,13
Kuala Lumpur,91,Mukim Batu,Condominium/Apartment,Strata,MENARA MENJALARA,Residential,WP Kuala Lumpur,Freehold,19/12/23,440000,sq.m,14
Kuala Lumpur,170,Mukim Batu,Condominium/Apartment,Strata,KIARAMAS CENDANA,Residential,WP Kuala Lumpur,Freehold,19/12/23,1220000,sq.m,18
Kuala Lumpur,130,Mukim Batu,Condominium/Apartment,Strata,VISTA KIARA,Residential,WP Kuala Lumpur,Freehold,19/12/23,625000,sq.m,22
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,TRINITY AQUATA,Residential,WP Kuala Lumpur,Freehold,19/12/23,473900,sq.m,22
Kuala Lumpur,98,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,ONE COCHRANE RESIDENCES,Residential,WP Kuala Lumpur,Freehold,19/12/23,1163800,sq.m,25
Kuala Lumpur,236,Mukim Batu,Condominium/Apartment,Strata,28 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/12/23,1900000,sq.m,28
Kuala Lumpur,115,Mukim Petaling,Condominium/Apartment,Strata,PANGSAPURI KINRARA MAS,Residential,WP Kuala Lumpur,Freehold,19/12/23,440000,sq.m,5
Kuala Lumpur,111,Mukim Kuala Lumpur,Condominium/Apartment,Strata,AWANAPURI,Residential,WP Kuala Lumpur,Freehold,19/12/23,480000,sq.m,7
Kuala Lumpur,113.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,19/12/23,360000,sq.m,7
Kuala Lumpur,108,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PLAZA RAH (KG.BARU),Residential,WP Kuala Lumpur,Freehold,19/12/23,435000,sq.m,9
Kuala Lumpur,155,Mukim Batu,Condominium/Apartment,Strata,ONE CENTRAL PARK KONDO,Residential,WP Kuala Lumpur,Freehold,19/12/23,2000000,sq.m,9
Kuala Lumpur,92,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,19/02/21,346500,sq.m,39
Kuala Lumpur,75,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI VISTA SAUJANA,Residential,WP Kuala Lumpur,Leasehold,19/02/22,300000,sq.m,29
Kuala Lumpur,75,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI VISTA SAUJANA,Residential,WP Kuala Lumpur,Leasehold,19/02/22,310000,sq.m,33
Kuala Lumpur,110,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,19/02/23,1007820,sq.m,15
Kuala Lumpur,109.65,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MIDFIELDS SG.BESI KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,19/02/24,500000,sq.m,11
Kuala Lumpur,91,Mukim Petaling,Condominium/Apartment,Strata,TMN SRI CENDEKIA  (TMN CONNAUGHT),Residential,WP Kuala Lumpur,Leasehold,19/02/24,320000,sq.m,16
Kuala Lumpur,99.87,Mukim Petaling,Condominium/Apartment,Strata,THE HERMINGTON KUCHAI LAMA,Residential,WP Kuala Lumpur,Leasehold,19/02/24,540000,sq.m,19
Kuala Lumpur,83,Mukim Batu,Condominium/Apartment,Strata,SRI JINJANG COURT,Residential,WP Kuala Lumpur,Leasehold,19/02/24,300000,sq.m,2
Kuala Lumpur,90,Mukim Petaling,Condominium/Apartment,Strata,DE TROPICANA,Residential,WP Kuala Lumpur,Leasehold,19/02/24,275000,sq.m,2
Kuala Lumpur,116,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DANAU PERMAI,Residential,WP Kuala Lumpur,Leasehold,19/02/24,605000,sq.m,9
Kuala Lumpur,115,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE FORUM,Residential,WP Kuala Lumpur,Freehold,19/02/24,620000,sq.m,11
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,SAVANNA BUKIT JALIL CONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,19/02/24,545000,sq.m,11
Kuala Lumpur,133,Mukim Kuala Lumpur,Condominium/Apartment,Strata,FABER RIA,Residential,WP Kuala Lumpur,Freehold,19/02/24,680000,sq.m,17
Kuala Lumpur,189,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,SASTRA U-THANT CONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,19/02/24,1750000,sq.m,2
Kuala Lumpur,116,Mukim Kuala Lumpur,Condominium/Apartment,Strata,TIARA FABER,Residential,WP Kuala Lumpur,Freehold,19/02/24,465000,sq.m,2
Kuala Lumpur,79,Mukim Batu,Condominium/Apartment,Strata,KIARA KASIH KONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,19/02/24,300000,sq.m,20
Kuala Lumpur,107,Mukim Batu,Condominium/Apartment,Strata,LAMAN SCENARIA KIARA,Residential,WP Kuala Lumpur,Freehold,19/02/24,688000,sq.m,20
Kuala Lumpur,159,Mukim Batu,Condominium/Apartment,Strata,CONCERTO NORTH KIARA,Residential,WP Kuala Lumpur,Freehold,19/02/24,993000,sq.m,21
Kuala Lumpur,340.7,Mukim Batu,Condominium/Apartment,Strata,10 MON'T KIARA,Residential,WP Kuala Lumpur,Freehold,19/02/24,3170000,sq.m,22
Kuala Lumpur,106,Mukim Petaling,Condominium/Apartment,Strata,PEARL POINT,Residential,WP Kuala Lumpur,Freehold,19/02/24,350000,sq.m,22
Kuala Lumpur,150,Mukim Batu,Condominium/Apartment,Strata,KIARA VILLE,Residential,WP Kuala Lumpur,Freehold,19/02/24,980000,sq.m,25
Kuala Lumpur,146,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS III (ROYAL REGENT),Residential,WP Kuala Lumpur,Freehold,19/02/24,700000,sq.m,34
Kuala Lumpur,112,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/03/21,787000,sq.m,18
Kuala Lumpur,106,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SUASANA LUMAYAN CONDO(CASA IMPIAN),Residential,WP Kuala Lumpur,Leasehold,19/03/21,495000,sq.m,19
Kuala Lumpur,54,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/03/21,478000,sq.m,34
Kuala Lumpur,54,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/03/21,480000,sq.m,36
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,19/03/21,378000,sq.m,25
Kuala Lumpur,130,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,19/03/22,1192320,sq.m,12
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,19/03/22,900000,sq.m,23
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,19/03/22,875000,sq.m,38
Kuala Lumpur,119,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,19/03/23,1127520,sq.m,25
Kuala Lumpur,112,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,19/03/23,970260,sq.m,7
Kuala Lumpur,248,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RESIDENSI SETIA SKY SEPUTEH,Residential,WP Kuala Lumpur,Freehold,19/03/23,3315000,sq.m,11
Kuala Lumpur,79,Mukim Batu,Condominium/Apartment,Strata,HIJAU RIA  APARTMENT,Residential,WP Kuala Lumpur,Leasehold,19/03/24,260000,sq.m,1
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,19/03/24,645000,sq.m,11
Kuala Lumpur,178,Mukim Setapak,Condominium/Apartment,Strata,RIANA GREEN EAST KL,Residential,WP Kuala Lumpur,Leasehold,19/03/24,800000,sq.m,16
Kuala Lumpur,102,Mukim Petaling,Condominium/Apartment,Strata,PANGSAPURI KINRARA MAS,Residential,WP Kuala Lumpur,Freehold,19/03/24,393000,sq.m,12
Kuala Lumpur,82,Mukim Batu,Condominium/Apartment,Strata,PELANGI INDAH CONDO,Residential,WP Kuala Lumpur,Freehold,19/03/24,280000,sq.m,13
Kuala Lumpur,105,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS II,Residential,WP Kuala Lumpur,Freehold,19/03/24,800000,sq.m,13
Kuala Lumpur,105,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS II,Residential,WP Kuala Lumpur,Freehold,19/03/24,800000,sq.m,13
Kuala Lumpur,93,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SELINGSING,Residential,WP Kuala Lumpur,Freehold,19/03/24,580000,sq.m,15
Kuala Lumpur,133,Mukim Batu,Condominium/Apartment,Strata,LANAI KIARA,Residential,WP Kuala Lumpur,Freehold,19/03/24,670000,sq.m,16
Kuala Lumpur,106,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SUASANA LUMAYAN CONDO(CASA IMPIAN),Residential,WP Kuala Lumpur,Leasehold,19/04/21,460000,sq.m,13
Kuala Lumpur,106,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SUASANA LUMAYAN CONDO(CASA IMPIAN),Residential,WP Kuala Lumpur,Leasehold,19/04/21,460000,sq.m,13
Kuala Lumpur,93,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV9,Residential,WP Kuala Lumpur,Leasehold,19/04/21,545000,sq.m,25
Kuala Lumpur,12,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,19/04/21,378900,sq.m,37
Kuala Lumpur,75,Mukim Petaling,Condominium/Apartment,Strata,PUNCAK BANYAN,Residential,WP Kuala Lumpur,Freehold,19/04/22,380000,sq.m,15
Kuala Lumpur,106,Mukim Batu,Condominium/Apartment,Strata,FORTUNE AVENUE CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,19/04/23,600000,sq.m,10
Kuala Lumpur,79,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,19/04/23,330000,sq.m,18
Kuala Lumpur,94,Mukim Batu,Condominium/Apartment,Strata,CASA IDAMAN,Residential,WP Kuala Lumpur,Leasehold,19/04/23,359000,sq.m,18
Kuala Lumpur,102.19,Mukim Batu,Condominium/Apartment,Strata,THE HENGE RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/04/23,480000,sq.m,23
Kuala Lumpur,100,Mukim Setapak,Condominium/Apartment,Strata,THE PARC TOWER,Residential,WP Kuala Lumpur,Leasehold,19/04/23,500000,sq.m,25
Kuala Lumpur,75,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI RAMPAI 2 (RUMAWIP),Residential,WP Kuala Lumpur,Leasehold,19/04/23,355500,sq.m,28
Kuala Lumpur,82,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,19/04/23,665000,sq.m,6
Kuala Lumpur,84,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BAYU TASIK CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,19/04/23,365000,sq.m,G
Kuala Lumpur,97,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS,Residential,WP Kuala Lumpur,Freehold,19/04/23,520000,sq.m,12
Kuala Lumpur,70,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANGSAPURI DESA TENAGA,Residential,WP Kuala Lumpur,Freehold,19/04/23,280000,sq.m,12
Kuala Lumpur,115,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE FENNEL @ SENTUL EAST,Residential,WP Kuala Lumpur,Freehold,19/04/23,805000,sq.m,13
Kuala Lumpur,221,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RESIDENSI SETIA SKY SEPUTEH,Residential,WP Kuala Lumpur,Freehold,19/04/23,3103000,sq.m,14
Kuala Lumpur,283,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI 22 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/04/23,3300000,sq.m,15
Kuala Lumpur,188,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI 22 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/04/23,2000000,sq.m,17
Kuala Lumpur,194,Mukim Petaling,Condominium/Apartment,Strata,SERINGIN RESIDENCES,Residential,WP Kuala Lumpur,Freehold,19/04/23,1200000,sq.m,18
Kuala Lumpur,128.3,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE CAPERS @ SENTUL EAST,Residential,WP Kuala Lumpur,Freehold,19/04/23,790000,sq.m,20
Kuala Lumpur,124,Mukim Petaling,Condominium/Apartment,Strata,KM 1 BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,19/04/23,850000,sq.m,21
Kuala Lumpur,119,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS II,Residential,WP Kuala Lumpur,Freehold,19/04/23,800000,sq.m,24
Kuala Lumpur,107,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PRISMA CHERAS,Residential,WP Kuala Lumpur,Freehold,19/04/23,370000,sq.m,3
Kuala Lumpur,193,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA CITY ONE,Residential,WP Kuala Lumpur,Freehold,19/04/23,825000,sq.m,41
Kuala Lumpur,87,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE PALLADIUM,Residential,WP Kuala Lumpur,Freehold,19/04/23,345000,sq.m,5
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,KIARA RESIDENCE BUKIT JALIL 2,Residential,WP Kuala Lumpur,Leasehold,19/04/24,600000,sq.m,18
Kuala Lumpur,61,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BANGSAR INDAH,Residential,WP Kuala Lumpur,Leasehold,19/04/24,380000,sq.m,2
Kuala Lumpur,104,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI THE ADDRESS,Residential,WP Kuala Lumpur,Leasehold,19/04/24,855000,sq.m,20
Kuala Lumpur,83.61,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI 99 @ KL NORTH,Residential,WP Kuala Lumpur,Leasehold,19/04/24,510000,sq.m,46
Kuala Lumpur,74.51,Mukim Setapak,Condominium/Apartment,Strata,GENTING COURT,Residential,WP Kuala Lumpur,Leasehold,19/04/24,280000,sq.m,9
Kuala Lumpur,76,Mukim Setapak,Condominium/Apartment,Strata,KENARI APT,Residential,WP Kuala Lumpur,Freehold,19/04/24,328000,sq.m,1
Kuala Lumpur,94,Mukim Batu,Condominium/Apartment,Strata,LAMAN SCENARIA KIARA,Residential,WP Kuala Lumpur,Freehold,19/04/24,520000,sq.m,10
Kuala Lumpur,100,Mukim Kuala Lumpur,Condominium/Apartment,Strata,AWANAPURI,Residential,WP Kuala Lumpur,Freehold,19/04/24,395000,sq.m,11
Kuala Lumpur,134,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA BUKIT CEYLON,Residential,WP Kuala Lumpur,Freehold,19/04/24,815000,sq.m,13
Kuala Lumpur,279,Mukim Batu,Condominium/Apartment,Strata,28 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/04/24,2250000,sq.m,30
Kuala Lumpur,128.3,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE CAPERS @ SENTUL EAST,Residential,WP Kuala Lumpur,Freehold,19/04/24,800000,sq.m,32
Kuala Lumpur,128,Mukim Batu,Condominium/Apartment,Strata,CASA KIARA II,Residential,WP Kuala Lumpur,Freehold,19/04/24,810000,sq.m,6
Kuala Lumpur,70,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PUTRA SURIA RESIDENSI,Residential,WP Kuala Lumpur,Leasehold,19/05/21,330000,sq.m,1
Kuala Lumpur,79,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,19/05/21,290000,sq.m,18
Kuala Lumpur,115,Mukim Batu,Condominium/Apartment,Strata,KONDOMINIUM 28 DUTAMAS,Residential,WP Kuala Lumpur,Freehold,19/05/21,735000,sq.m,16
Kuala Lumpur,379.9,Mukim Batu,Condominium/Apartment,Strata,10 MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/05/21,3600000,sq.m,23A
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,19/05/21,360810,sq.m,43
Kuala Lumpur,113,Mukim Setapak,Condominium/Apartment,Strata,SRI LOJING,Residential,WP Kuala Lumpur,Leasehold,19/05/22,430000,sq.m,1
Kuala Lumpur,83.61,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KERINCHI RESIDENSI,Residential,WP Kuala Lumpur,Leasehold,19/05/22,425000,sq.m,13
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/05/22,819000,sq.m,14
Kuala Lumpur,98,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI LEGENDA,Residential,WP Kuala Lumpur,Leasehold,19/05/22,610000,sq.m,23A
Kuala Lumpur,92,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,19/05/22,333000,sq.m,25
Kuala Lumpur,74,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,19/05/22,572000,sq.m,39
Kuala Lumpur,95,Mukim Setapak,Condominium/Apartment,Strata,SENTUL UTAMA KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,19/05/22,400000,sq.m,4
Kuala Lumpur,75,Mukim Petaling,Condominium/Apartment,Strata,ARENA GREEN,Residential,WP Kuala Lumpur,Freehold,19/05/22,298000,sq.m,13
Kuala Lumpur,122,Mukim Batu,Condominium/Apartment,Strata,ANJALI NORTH KIARA,Residential,WP Kuala Lumpur,Freehold,19/05/22,900000,sq.m,18
Kuala Lumpur,591,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,STONOR PARK CONDO,Residential,WP Kuala Lumpur,Freehold,19/05/22,5670000,sq.m,19
Kuala Lumpur,116,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DESA VILLA CONDO,Residential,WP Kuala Lumpur,Freehold,19/05/22,610000,sq.m,2
Kuala Lumpur,184,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,SUASANA BANGSAR CONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,19/05/22,1380000,sq.m,20
Kuala Lumpur,164,Mukim Batu,Condominium/Apartment,Strata,THE WESTSIDE THREE (DESA PARKCITY),Residential,WP Kuala Lumpur,Freehold,19/05/22,1650000,sq.m,23
Kuala Lumpur,102,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS,Residential,WP Kuala Lumpur,Freehold,19/05/22,318000,sq.m,25
Kuala Lumpur,101,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,19/05/22,1114000,sq.m,26
Kuala Lumpur,94,Mukim Petaling,Condominium/Apartment,Strata,GREENFIELD APARTMENT,Residential,WP Kuala Lumpur,Freehold,19/05/22,460000,sq.m,3
Kuala Lumpur,98,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,19/05/22,970000,sq.m,33A
Kuala Lumpur,84,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BAYU TASIK CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,19/05/23,430000,sq.m,10
Kuala Lumpur,101,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV9,Residential,WP Kuala Lumpur,Leasehold,19/05/23,650000,sq.m,11
Kuala Lumpur,85,Mukim Kuala Lumpur,Condominium/Apartment,Strata,DANAU IMPIAN & DANAU IDAMAN,Residential,WP Kuala Lumpur,Leasehold,19/05/23,320000,sq.m,14
Kuala Lumpur,79,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,19/05/23,300000,sq.m,16
Kuala Lumpur,119,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,19/05/23,1137420,sq.m,36
Kuala Lumpur,115,Mukim Setapak,Condominium/Apartment,Strata,BENNINGTON RESIDENSE,Residential,WP Kuala Lumpur,Leasehold,19/05/23,738700,sq.m,36
Kuala Lumpur,112,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,19/05/23,1019520,sq.m,5
Kuala Lumpur,103,Mukim Kuala Lumpur,Condominium/Apartment,Strata,VISTA AMANI,Residential,WP Kuala Lumpur,Leasehold,19/05/23,456000,sq.m,7
Kuala Lumpur,179,Mukim Batu,Condominium/Apartment,Strata,KIARA VILLE,Residential,WP Kuala Lumpur,Freehold,19/05/23,1290000,sq.m,1
Kuala Lumpur,112,Mukim Batu,Condominium/Apartment,Strata,PAVILION HILTOP MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/05/23,1120000,sq.m,14
Kuala Lumpur,171,Mukim Batu,Condominium/Apartment,Strata,PAVILION HILTOP MONT KIARA,Residential,WP Kuala Lumpur,Freehold,19/05/23,1800000,sq.m,16
Kuala Lumpur,133,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,TINGGIAN TITIWANGSA @ THE REACH,Residential,WP Kuala Lumpur,Freehold,19/05/23,750000,sq.m,20
Kuala Lumpur,220,Mukim Batu,Condominium/Apartment,Strata,HIJAUAN KIARA,Residential,WP Kuala Lumpur,Freehold,19/05/23,1490000,sq.m,22
Kuala Lumpur,115,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE FENNEL @ SENTUL EAST,Residential,WP Kuala Lumpur,Freehold,19/05/23,768000,sq.m,23A
Kuala Lumpur,97,Mukim Petaling,Condominium/Apartment,Strata,THE Z RESIDENCE,Residential,WP Kuala Lumpur,Freehold,19/05/23,540000,sq.m,25
Kuala Lumpur,85,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SEGAR VIEW CONDO,Residential,WP Kuala Lumpur,Freehold,19/05/23,430000,sq.m,3
Kuala Lumpur,122,Mukim Batu,Condominium/Apartment,Strata,HARTAMAS REGENCY 2,Residential,WP Kuala Lumpur,Freehold,19/05/23,800000,sq.m,4
Kuala Lumpur,120,Mukim Setapak,Condominium/Apartment,Strata,PELANGI CONDO,Residential,WP Kuala Lumpur,Freehold,19/05/23,430000,sq.m,5
Kuala Lumpur,100,Mukim Batu,Condominium/Apartment,Strata,MENARA MENJALARA,Residential,WP Kuala Lumpur,Freehold,19/05/23,500000,sq.m,7
Kuala Lumpur,281,Mukim Setapak,Condominium/Apartment,Strata,THE VEO,Residential,WP Kuala Lumpur,Freehold,19/06/22,2233888,sq.m,27
Kuala Lumpur,88,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PALM COURT,Residential,WP Kuala Lumpur,Leasehold,19/06/23,400000,sq.m,12
Kuala Lumpur,114,Mukim Petaling,Condominium/Apartment,Strata,PARAISO @ THE EARTH,Residential,WP Kuala Lumpur,Leasehold,19/06/23,691610,sq.m,18
Kuala Lumpur,70,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PUTRA SURIA RESIDENSI,Residential,WP Kuala Lumpur,Leasehold,19/06/23,330000,sq.m,2
Kuala Lumpur,104,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI THE ADDRESS 2,Residential,WP Kuala Lumpur,Leasehold,19/06/23,770000,sq.m,21
Kuala Lumpur,95,Mukim Batu,Condominium/Apartment,Strata,MIZUMI RESIDENCES,Residential,WP Kuala Lumpur,Leasehold,19/06/23,573000,sq.m,27
Kuala Lumpur,112,Mukim Ulu Kelang,Condominium/Apartment,Strata,RESIDENSI SETIAWANGSA,Residential,WP Kuala Lumpur,Leasehold,19/06/23,630000,sq.m,31
Kuala Lumpur,76,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANTAI HILLPARK APARTMENT,Residential,WP Kuala Lumpur,Leasehold,19/06/23,420000,sq.m,5
Kuala Lumpur,79,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA ORKID,Residential,WP Kuala Lumpur,Leasehold,19/06/23,320000,sq.m,8
Kuala Lumpur,169,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE CAPSQUARE RESIDENCES,Residential,WP Kuala Lumpur,Freehold,19/06/23,786000,sq.m,10
Kuala Lumpur,101.08,Mukim Batu,Condominium/Apartment,Strata,PANORAMA RESIDENCE,Residential,WP Kuala Lumpur,Freehold,19/06/23,420000,sq.m,10
Kuala Lumpur,86,Mukim Petaling,Condominium/Apartment,Strata,MEADOW PARK,Residential,WP Kuala Lumpur,Freehold,19/06/23,320000,sq.m,10
Kuala Lumpur,115,Mukim Petaling,Condominium/Apartment,Strata,THE Z RESIDENCE,Residential,WP Kuala Lumpur,Freehold,19/06/23,590000,sq.m,12
Kuala Lumpur,140.56,Mukim Petaling,Condominium/Apartment,Strata,THE RAINZ BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,19/06/23,888000,sq.m,15
Kuala Lumpur,97,Mukim Petaling,Condominium/Apartment,Strata,JALIL DAMAI APT,Residential,WP Kuala Lumpur,Freehold,19/06/23,408000,sq.m,16
Kuala Lumpur,69,Mukim Batu,Condominium/Apartment,Strata,NOVA APARTMENT,Residential,WP Kuala Lumpur,Freehold,19/06/23,334000,sq.m,2
Kuala Lumpur,131,Mukim Petaling,Condominium/Apartment,Strata,DESA CINDAIMAS,Residential,WP Kuala Lumpur,Freehold,19/06/23,550000,sq.m,2
